"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","tydz","data"
"Mazowieckie",23476,54.69,0.13,6104,265.02,4741,104.86,10897,37.67,1734,24.16,"2017_09D","23_do_30_września_2017"
"Opolskie",1086,13.67,-5.58,195,57.51,153,21.67,613,11.06,125,9.21,"2017_09D","23_do_30_września_2017"
"Podkarpackie",647,3.8,0.81,152,18.77,146,8.29,299,2.53,50,1.91,"2017_09D","23_do_30_września_2017"
"Podlaskie",2081,21.92,1.47,644,147.7,365,39.37,934,14.23,138,8.82,"2017_09D","23_do_30_września_2017"
"Pomorskie",20436,110.32,-19,6146,614.29,3717,182.64,8867,70.04,1706,60.28,"2017_09D","23_do_30_września_2017"
"Śląskie",11142,30.55,0.1,3018,176.53,2241,64.88,5174,20.71,709,11.21,"2017_09D","23_do_30_września_2017"
"Świętokrzyskie",573,5.72,-6.34,125,29.09,126,13.28,266,3.88,56,3.14,"2017_09D","23_do_30_września_2017"
"Warmińsko-Mazurskie",1739,15.13,3.86,357,65.46,386,31.89,873,10.85,123,7.29,"2017_09D","23_do_30_września_2017"
"Wielkopolskie",16018,57.51,-8.19,4336,291.59,3249,107.96,7200,37.65,1233,29.13,"2017_09D","23_do_30_września_2017"
"Zachodniopomorskie",1755,12.84,-0.76,498,80.21,335,24.85,779,8.22,143,6.46,"2017_09D","23_do_30_września_2017"
"Dolnośląskie",4353,21.42,3.2,1020,108.24,722,37.35,2232,15.94,379,10.99,"2017_10A","1_do_7_października_2017"
"Kujawsko-Pomorskie",6966,47.75,8.04,1991,287.65,1511,100.66,2894,28.74,570,24.5,"2017_10A","1_do_7_października_2017"
"Lubelskie",2146,14.37,3.04,598,86.7,371,24.79,928,9.08,249,9.86,"2017_10A","1_do_7_października_2017"
"Lubuskie",973,13.66,-1.18,340,99.15,266,36.17,329,6.66,38,3.45,"2017_10A","1_do_7_października_2017"
"Łódzkie",4747,27.29,-4.68,1220,154.25,1010,60.97,2049,17.41,468,14.71,"2017_10A","1_do_7_października_2017"
"Małopolskie",8217,34.71,4.01,2342,189.51,1514,60.66,3748,23.11,613,16.46,"2017_10A","1_do_7_października_2017"
"Mazowieckie",23263,61.93,7.25,6145,304.91,4289,108.41,11007,43.49,1822,29.01,"2017_10A","1_do_7_października_2017"
"Opolskie",1649,23.72,10.05,403,135.84,263,42.58,826,17.03,157,13.22,"2017_10A","1_do_7_października_2017"
"Podkarpackie",933,6.26,2.46,196,27.66,180,11.69,459,4.43,98,4.28,"2017_10A","1_do_7_października_2017"
"Podlaskie",1470,17.7,-4.22,368,96.46,260,32.05,683,11.89,159,11.61,"2017_10A","1_do_7_października_2017"
"Pomorskie",19799,122.15,11.83,5879,671.54,3530,198.23,8895,80.3,1495,60.37,"2017_10A","1_do_7_października_2017"
"Śląskie",11075,34.7,4.15,3007,201.02,2153,71.24,5105,23.35,810,14.64,"2017_10A","1_do_7_października_2017"
"Świętokrzyskie",1116,12.72,7.01,302,80.33,196,23.61,549,9.14,69,4.42,"2017_10A","1_do_7_października_2017"
"Warmińsko-Mazurskie",1484,14.76,4.49,360,75.44,320,30.22,680,9.66,124,8.4,"2017_10A","1_do_7_października_2017"
"Wielkopolskie",15202,62.38,4.87,4107,315.65,2981,113.2,6831,40.82,1283,34.65,"2017_10A","1_do_7_października_2017"
"Zachodniopomorskie",1954,16.34,3.5,527,97.01,384,32.56,901,10.86,142,7.33,"2017_10A","1_do_7_października_2017"
"Dolnośląskie",4663,20.07,-1.34,1138,105.67,864,39.11,2261,14.13,400,10.15,"2017_10B","8_do_15_października_2017"
"Kujawsko-Pomorskie",6821,40.91,-6.84,1869,236.27,1590,92.68,2804,24.37,558,20.99,"2017_10B","8_do_15_października_2017"
"Lubelskie",1745,10.22,-4.15,469,59.5,381,22.28,749,6.41,146,5.06,"2017_10B","8_do_15_października_2017"
"Lubuskie",1056,12.97,-0.69,310,79.1,293,34.86,409,7.24,44,3.49,"2017_10B","8_do_15_października_2017"
"Łódzkie",5767,29.01,1.72,1425,157.65,1165,61.53,2568,19.1,609,16.74,"2017_10B","8_do_15_października_2017"
"Małopolskie",12641,46.72,12.01,3287,232.73,2205,77.3,6156,33.21,993,23.33,"2017_10B","8_do_15_października_2017"
"Mazowieckie",25941,60.43,-1.5,6750,293.06,4843,107.11,12270,42.42,2078,28.95,"2017_10B","8_do_15_października_2017"
"Opolskie",1324,16.67,-7.06,320,94.38,219,31.02,626,11.29,159,11.72,"2017_10B","8_do_15_października_2017"
"Podkarpackie",1296,7.61,1.35,319,39.38,273,15.51,573,4.84,131,5,"2017_10B","8_do_15_października_2017"
"Podlaskie",1824,19.21,1.52,481,110.32,341,36.78,806,12.28,196,12.52,"2017_10B","8_do_15_października_2017"
"Pomorskie",20520,110.77,-11.38,6114,611.09,3840,188.69,8959,70.77,1607,56.79,"2017_10B","8_do_15_października_2017"
"Śląskie",10367,28.42,-6.28,2700,157.93,1900,55.01,4958,19.84,809,12.79,"2017_10B","8_do_15_października_2017"
"Świętokrzyskie",1511,15.08,2.35,279,64.94,249,26.24,779,11.35,204,11.44,"2017_10B","8_do_15_października_2017"
"Warmińsko-Mazurskie",1539,13.39,-1.37,357,65.46,347,28.67,691,8.59,144,8.54,"2017_10B","8_do_15_października_2017"
"Wielkopolskie",16460,59.1,-3.28,4641,312.1,3259,108.29,7191,37.6,1369,32.35,"2017_10B","8_do_15_października_2017"
"Zachodniopomorskie",1757,12.86,-3.48,480,77.31,355,26.34,741,7.81,181,8.17,"2017_10B","8_do_15_października_2017"
"Dolnośląskie",4492,22.1,2.03,1068,113.33,914,47.29,2036,14.54,474,13.74,"2017_10C","16_do_22_października_2017"
"Kujawsko-Pomorskie",6043,41.43,0.51,1726,249.36,1582,105.39,2293,22.78,442,19,"2017_10C","16_do_22_października_2017"
"Lubelskie",1926,12.9,2.67,505,73.22,400,26.73,812,7.94,209,8.28,"2017_10C","16_do_22_października_2017"
"Lubuskie",954,13.4,0.42,325,94.77,233,31.68,345,6.98,51,4.62,"2017_10C","16_do_22_października_2017"
"Łódzkie",6266,36.02,7.01,1690,213.68,1308,78.96,2640,22.44,628,19.73,"2017_10C","16_do_22_października_2017"
"Małopolskie",10562,44.61,-2.11,2992,242.11,2195,87.94,4645,28.64,730,19.6,"2017_10C","16_do_22_października_2017"
"Mazowieckie",24048,64.02,3.59,6705,332.7,4845,122.46,10435,41.23,2063,32.85,"2017_10C","16_do_22_października_2017"
"Opolskie",1120,16.11,-0.55,287,96.74,185,29.95,538,11.09,110,9.26,"2017_10C","16_do_22_października_2017"
"Podkarpackie",1108,7.44,-0.17,247,34.85,215,13.96,504,4.87,142,6.2,"2017_10C","16_do_22_października_2017"
"Podlaskie",1766,21.26,2.05,502,131.58,322,39.69,764,13.3,178,13,"2017_10C","16_do_22_października_2017"
"Pomorskie",17224,106.26,-4.51,5373,613.74,3318,186.33,7313,66.02,1220,49.27,"2017_10C","16_do_22_października_2017"
"Śląskie",9607,30.1,1.68,2713,181.36,1850,61.21,4342,19.86,702,12.69,"2017_10C","16_do_22_października_2017"
"Świętokrzyskie",1224,13.96,-1.12,233,61.98,246,29.63,537,8.94,208,13.33,"2017_10C","16_do_22_października_2017"
"Warmińsko-Mazurskie",1390,13.82,0.43,318,66.63,314,29.65,621,8.82,137,9.28,"2017_10C","16_do_22_października_2017"
"Wielkopolskie",15951,65.45,6.35,4685,360.07,3554,134.96,6382,38.14,1330,35.91,"2017_10C","16_do_22_października_2017"
"Zachodniopomorskie",1810,15.14,2.28,448,82.46,410,34.76,786,9.47,166,8.57,"2017_10C","16_do_22_października_2017"
"Dolnośląskie",5614,21.48,-0.62,1437,118.6,1216,48.93,2446,13.59,515,11.61,"2017_10D","23_do_31_października_2017"
"Kujawsko-Pomorskie",8774,46.78,5.36,2569,288.67,2455,127.21,3158,24.4,592,19.79,"2017_10D","23_do_31_października_2017"
"Lubelskie",3105,16.17,3.27,835,94.16,680,35.34,1305,9.93,285,8.78,"2017_10D","23_do_31_października_2017"
"Lubuskie",1600,17.47,4.08,558,126.56,431,45.58,530,8.34,81,5.71,"2017_10D","23_do_31_października_2017"
"Łódzkie",7646,34.18,-1.83,2006,197.27,1657,77.8,3115,20.59,868,21.21,"2017_10D","23_do_31_października_2017"
"Małopolskie",11318,37.18,-7.43,2992,188.3,2497,77.81,5057,24.25,772,16.12,"2017_10D","23_do_31_października_2017"
"Mazowieckie",27617,57.19,-6.84,8027,309.78,6417,126.15,11293,34.7,1880,23.29,"2017_10D","23_do_31_października_2017"
"Opolskie",1759,19.68,3.57,496,130.03,275,34.63,802,12.86,186,12.18,"2017_10D","23_do_31_października_2017"
"Podkarpackie",1356,7.08,-0.36,378,41.48,260,13.13,553,4.15,165,5.6,"2017_10D","23_do_31_października_2017"
"Podlaskie",2597,24.32,3.06,657,133.94,552,52.92,1135,15.37,253,14.37,"2017_10D","23_do_31_października_2017"
"Pomorskie",26632,127.79,21.53,8000,710.75,5807,253.63,10907,76.58,1918,60.24,"2017_10D","23_do_31_października_2017"
"Śląskie",10486,25.56,-4.55,2922,151.93,2139,55.05,4541,16.16,884,12.42,"2017_10D","23_do_31_października_2017"
"Świętokrzyskie",1811,16.06,2.1,446,92.27,442,41.41,725,9.39,198,9.87,"2017_10D","23_do_31_października_2017"
"Warmińsko-Mazurskie",1785,13.81,-0.02,428,69.75,435,31.95,775,8.56,147,7.75,"2017_10D","23_do_31_października_2017"
"Wielkopolskie",18150,57.92,-7.53,5302,316.94,3896,115.07,7528,34.99,1424,29.91,"2017_10D","23_do_31_października_2017"
"Zachodniopomorskie",1989,12.94,-2.2,510,73.01,439,28.95,856,8.02,184,7.39,"2017_10D","23_do_31_października_2017"
"Dolnośląskie",4976,24.48,3,1211,128.51,998,51.63,2219,15.85,548,15.89,"2017_11A","1_do_7_listopada_2017"
"Kujawsko-Pomorskie",6145,42.13,-4.66,1679,242.57,1732,115.38,2295,22.79,439,18.87,"2017_11A","1_do_7_listopada_2017"
"Lubelskie",1383,9.26,-6.91,326,47.27,301,20.12,619,6.06,137,5.43,"2017_11A","1_do_7_listopada_2017"
"Lubuskie",871,12.23,-5.3,277,80.77,246,33.45,321,6.5,27,2.45,"2017_11A","1_do_7_listopada_2017"
"Łódzkie",5377,30.91,-3.28,1338,169.17,1235,74.55,2281,19.38,523,16.43,"2017_11A","1_do_7_listopada_2017"
"Małopolskie",12094,51.08,13.9,3220,260.56,2449,98.12,5652,34.85,773,20.76,"2017_11A","1_do_7_listopada_2017"
"Mazowieckie",20844,55.49,-1.69,5623,279.01,4830,122.08,8743,34.54,1648,26.24,"2017_11A","1_do_7_listopada_2017"
"Opolskie",543,7.81,-11.87,139,46.85,94,15.22,232,4.78,78,6.57,"2017_11A","1_do_7_listopada_2017"
"Podkarpackie",1328,8.92,1.84,395,55.73,289,18.76,523,5.05,121,5.28,"2017_11A","1_do_7_listopada_2017"
"Podlaskie",1848,22.25,-2.07,451,118.22,393,48.45,804,14,200,14.6,"2017_11A","1_do_7_listopada_2017"
"Pomorskie",18489,114.06,-13.73,5692,650.18,4131,231.98,7368,66.52,1298,52.42,"2017_11A","1_do_7_listopada_2017"
"Śląskie",10049,31.49,5.93,2814,188.11,2136,70.68,4320,19.76,779,14.08,"2017_11A","1_do_7_listopada_2017"
"Świętokrzyskie",1309,14.93,-1.14,267,71.02,267,32.16,657,10.94,118,7.56,"2017_11A","1_do_7_listopada_2017"
"Warmińsko-Mazurskie",1613,16.04,2.23,372,77.95,421,39.76,662,9.4,158,10.7,"2017_11A","1_do_7_listopada_2017"
"Wielkopolskie",14498,59.49,1.56,4122,316.8,3445,130.82,5890,35.2,1041,28.11,"2017_11A","1_do_7_listopada_2017"
"Zachodniopomorskie",1636,13.68,0.74,436,80.25,362,30.69,726,8.75,112,5.78,"2017_11A","1_do_7_listopada_2017"
"Dolnośląskie",4609,19.84,-4.64,1068,99.17,983,44.5,2141,13.38,417,10.58,"2017_11B","8_do_15_listopada_2017"
"Kujawsko-Pomorskie",7931,47.57,5.45,2129,269.14,2233,130.17,3045,26.46,524,19.71,"2017_11B","8_do_15_listopada_2017"
"Lubelskie",2776,16.27,7,665,84.37,614,35.9,1198,10.25,299,10.36,"2017_11B","8_do_15_listopada_2017"
"Lubuskie",1344,16.51,4.28,415,105.89,350,41.64,483,8.55,96,7.62,"2017_11B","8_do_15_listopada_2017"
"Łódzkie",6408,32.23,1.32,1528,169.04,1590,83.98,2570,19.11,720,19.8,"2017_11B","8_do_15_listopada_2017"
"Małopolskie",13372,49.42,-1.66,3856,273.02,3040,106.58,5492,29.63,984,23.12,"2017_11B","8_do_15_listopada_2017"
"Mazowieckie",23145,53.92,-1.58,6404,278.04,5423,119.94,9840,34.02,1478,20.59,"2017_11B","8_do_15_listopada_2017"
"Opolskie",1722,21.68,13.86,396,116.79,336,47.59,802,14.47,188,13.86,"2017_11B","8_do_15_listopada_2017"
"Podkarpackie",1609,9.45,0.54,436,53.83,371,21.08,645,5.45,157,6,"2017_11B","8_do_15_listopada_2017"
"Podlaskie",2393,25.21,2.96,586,134.4,480,51.77,1129,17.2,198,12.65,"2017_11B","8_do_15_listopada_2017"
"Pomorskie",22315,120.46,6.4,6588,658.46,5066,248.93,9230,72.91,1431,50.57,"2017_11B","8_do_15_listopada_2017"
"Śląskie",9606,26.34,-5.15,2417,141.38,2153,62.33,4213,16.86,823,13.01,"2017_11B","8_do_15_listopada_2017"
"Świętokrzyskie",1837,18.33,3.4,483,112.42,404,42.58,753,10.97,197,11.05,"2017_11B","8_do_15_listopada_2017"
"Warmińsko-Mazurskie",1714,14.92,-1.13,405,74.26,423,34.95,700,8.7,186,11.03,"2017_11B","8_do_15_listopada_2017"
"Wielkopolskie",15951,57.27,-2.22,4532,304.77,3830,127.26,6272,32.8,1317,31.12,"2017_11B","8_do_15_listopada_2017"
"Zachodniopomorskie",1820,13.32,-0.36,442,71.19,408,30.27,812,8.56,158,7.14,"2017_11B","8_do_15_listopada_2017"
"Dolnośląskie",5000,24.6,4.76,1066,113.12,1070,55.36,2328,16.63,536,15.54,"2017_11C","16_do_22_listopada_2017"
"Kujawsko-Pomorskie",7457,51.12,3.55,2042,295.02,2008,133.77,2900,28.8,507,21.79,"2017_11C","16_do_22_listopada_2017"
"Lubelskie",2895,19.39,3.12,756,109.61,641,42.84,1235,12.08,263,10.42,"2017_11C","16_do_22_listopada_2017"
"Lubuskie",1285,18.04,1.69,416,121.31,333,45.28,466,9.43,70,6.35,"2017_11C","16_do_22_listopada_2017"
"Łódzkie",5920,34.03,1.8,1518,191.93,1471,88.8,2345,19.93,586,18.41,"2017_11C","16_do_22_listopada_2017"
"Małopolskie",11119,46.96,-2.46,2693,217.91,2562,102.65,5039,31.07,825,22.15,"2017_11C","16_do_22_listopada_2017"
"Mazowieckie",23159,61.66,7.74,6104,302.88,5660,143.06,9775,38.62,1620,25.8,"2017_11C","16_do_22_listopada_2017"
"Opolskie",1144,16.46,-5.22,238,80.22,222,35.94,560,11.55,124,10.44,"2017_11C","16_do_22_listopada_2017"
"Podkarpackie",1855,12.46,3,459,64.77,438,28.44,756,7.3,202,8.82,"2017_11C","16_do_22_listopada_2017"
"Podlaskie",2444,29.42,4.22,610,159.89,572,70.51,1032,17.97,230,16.79,"2017_11C","16_do_22_listopada_2017"
"Pomorskie",19036,117.44,-3.02,5681,648.92,4536,254.73,7658,69.14,1161,46.89,"2017_11C","16_do_22_listopada_2017"
"Śląskie",10211,32,5.66,2829,189.12,2280,75.44,4348,19.89,754,13.62,"2017_11C","16_do_22_listopada_2017"
"Świętokrzyskie",1520,17.33,-1,301,80.07,400,48.18,675,11.24,144,9.23,"2017_11C","16_do_22_listopada_2017"
"Warmińsko-Mazurskie",1926,19.16,4.24,406,85.07,560,52.88,727,10.32,233,15.79,"2017_11C","16_do_22_listopada_2017"
"Wielkopolskie",15672,64.3,7.04,4279,328.87,3791,143.96,6425,38.4,1177,31.78,"2017_11C","16_do_22_listopada_2017"
"Zachodniopomorskie",1915,16.02,2.7,448,82.46,458,38.83,822,9.91,187,9.65,"2017_11C","16_do_22_listopada_2017"
"Dolnośląskie",5782,24.89,0.29,1094,101.58,1303,58.98,2763,17.27,622,15.78,"2017_11D","23_do_30_listopada_2017"
"Kujawsko-Pomorskie",8587,51.51,0.39,2302,291.01,2424,141.3,3338,29.01,523,19.67,"2017_11D","23_do_30_listopada_2017"
"Lubelskie",2593,15.19,-4.19,550,69.78,609,35.61,1242,10.63,192,6.65,"2017_11D","23_do_30_listopada_2017"
"Lubuskie",1753,21.54,3.49,504,128.6,501,59.61,649,11.49,99,7.85,"2017_11D","23_do_30_listopada_2017"
"Łódzkie",5224,26.27,-7.75,1424,157.54,1343,70.94,1988,14.78,469,12.89,"2017_11D","23_do_30_listopada_2017"
"Małopolskie",12880,47.6,0.64,3364,238.18,2891,101.35,5572,30.06,1053,24.74,"2017_11D","23_do_30_listopada_2017"
"Mazowieckie",24144,56.24,-5.41,6389,277.39,5889,130.24,10249,35.43,1617,22.53,"2017_11D","23_do_30_listopada_2017"
"Opolskie",1299,16.35,-0.11,285,84.06,259,36.69,597,10.77,158,11.64,"2017_11D","23_do_30_listopada_2017"
"Podkarpackie",1799,10.57,-1.89,504,62.23,480,27.27,661,5.59,154,5.88,"2017_11D","23_do_30_listopada_2017"
"Podlaskie",3033,31.95,2.53,730,167.43,744,80.25,1262,19.22,297,18.98,"2017_11D","23_do_30_listopada_2017"
"Pomorskie",24614,132.87,15.43,7303,729.93,6008,295.21,9777,77.23,1526,53.92,"2017_11D","23_do_30_listopada_2017"
"Śląskie",12557,34.43,2.43,3619,211.69,2866,82.98,5153,20.62,919,14.53,"2017_11D","23_do_30_listopada_2017"
"Świętokrzyskie",1923,19.19,1.85,428,99.62,478,50.38,818,11.92,199,11.16,"2017_11D","23_do_30_listopada_2017"
"Warmińsko-Mazurskie",1993,17.34,-1.81,445,81.59,555,45.86,848,10.54,145,8.6,"2017_11D","23_do_30_listopada_2017"
"Wielkopolskie",16486,59.19,-5.12,4460,299.93,4014,133.38,6693,35,1319,31.17,"2017_11D","23_do_30_listopada_2017"
"Zachodniopomorskie",1855,13.57,-2.44,468,75.38,434,32.2,794,8.37,159,7.18,"2017_11D","23_do_30_listopada_2017"
"Dolnośląskie",5517,27.14,2.25,1219,129.36,1200,62.08,2602,18.58,496,14.38,"2017_12A","1_do_7_grudnia_2017"
"Kujawsko-Pomorskie",7351,50.39,-1.11,1843,266.27,2134,142.16,2939,29.19,435,18.7,"2017_12A","1_do_7_grudnia_2017"
"Lubelskie",2793,18.7,3.51,618,89.6,638,42.64,1325,12.96,212,8.4,"2017_12A","1_do_7_grudnia_2017"
"Lubuskie",1502,21.09,-0.45,429,125.1,416,56.57,574,11.62,83,7.52,"2017_12A","1_do_7_grudnia_2017"
"Łódzkie",7722,44.39,18.11,2007,253.76,2010,121.33,2986,25.38,719,22.59,"2017_12A","1_do_7_grudnia_2017"
"Małopolskie",10550,44.56,-3.04,2537,205.29,2490,99.76,4801,29.6,722,19.39,"2017_12A","1_do_7_grudnia_2017"
"Mazowieckie",23962,63.79,7.55,6167,306,5675,143.44,10547,41.67,1573,25.05,"2017_12A","1_do_7_grudnia_2017"
"Opolskie",1286,18.5,2.15,310,104.49,213,34.48,612,12.62,151,12.72,"2017_12A","1_do_7_grudnia_2017"
"Podkarpackie",1689,11.34,0.77,516,72.81,414,26.88,658,6.36,101,4.41,"2017_12A","1_do_7_grudnia_2017"
"Podlaskie",2509,30.21,-1.74,624,163.56,592,72.98,1049,18.26,244,17.82,"2017_12A","1_do_7_grudnia_2017"
"Pomorskie",22012,135.8,2.93,6540,747.05,5193,291.62,8983,81.1,1296,52.34,"2017_12A","1_do_7_grudnia_2017"
"Śląskie",10867,34.05,-0.38,2847,190.32,2658,87.95,4526,20.7,836,15.11,"2017_12A","1_do_7_grudnia_2017"
"Świętokrzyskie",2074,23.65,4.46,467,124.22,535,64.44,903,15.04,169,10.83,"2017_12A","1_do_7_grudnia_2017"
"Warmińsko-Mazurskie",2076,20.65,3.3,456,95.55,545,51.47,874,12.41,201,13.62,"2017_12A","1_do_7_grudnia_2017"
"Wielkopolskie",17108,70.2,11.01,4541,349,4133,156.95,7059,42.18,1375,37.13,"2017_12A","1_do_7_grudnia_2017"
"Zachodniopomorskie",2156,18.03,4.46,552,101.61,515,43.66,913,11,176,9.08,"2017_12A","1_do_7_grudnia_2017"
"Dolnośląskie",7321,31.52,4.37,1374,127.58,1478,66.91,3501,21.88,968,24.56,"2017_12B","8_do_15_grudnia_2017"
"Kujawsko-Pomorskie",8696,52.16,1.77,2222,280.89,2462,143.51,3467,30.13,545,20.5,"2017_12B","8_do_15_grudnia_2017"
"Lubelskie",3342,19.58,0.88,807,102.38,817,47.77,1400,11.98,318,11.02,"2017_12B","8_do_15_grudnia_2017"
"Lubuskie",1854,22.78,1.69,506,129.11,580,69.01,673,11.92,95,7.54,"2017_12B","8_do_15_grudnia_2017"
"Łódzkie",7240,36.41,-7.97,1793,198.36,1822,96.24,2810,20.89,815,22.41,"2017_12B","8_do_15_grudnia_2017"
"Małopolskie",14328,52.95,8.39,4033,285.55,3597,126.1,5617,30.3,1081,25.4,"2017_12B","8_do_15_grudnia_2017"
"Mazowieckie",25334,59.02,-4.78,6519,283.03,5970,132.04,11200,38.72,1645,22.92,"2017_12B","8_do_15_grudnia_2017"
"Opolskie",1804,22.71,4.21,455,134.2,327,46.32,878,15.84,144,10.61,"2017_12B","8_do_15_grudnia_2017"
"Podkarpackie",1330,7.81,-3.53,365,45.06,327,18.58,521,4.4,117,4.47,"2017_12B","8_do_15_grudnia_2017"
"Podlaskie",3488,36.74,6.54,903,207.11,838,90.39,1427,21.74,320,20.45,"2017_12B","8_do_15_grudnia_2017"
"Pomorskie",25574,138.05,2.25,7374,737.02,5932,291.48,10635,84.01,1633,57.7,"2017_12B","8_do_15_grudnia_2017"
"Śląskie",11165,30.61,-3.44,2796,163.55,2605,75.42,4933,19.74,831,13.14,"2017_12B","8_do_15_grudnia_2017"
"Świętokrzyskie",2205,22,-1.65,475,110.56,523,55.12,981,14.3,226,12.67,"2017_12B","8_do_15_grudnia_2017"
"Warmińsko-Mazurskie",2338,20.35,-0.3,490,89.84,577,47.68,1041,12.93,230,13.63,"2017_12B","8_do_15_grudnia_2017"
"Wielkopolskie",18714,67.19,-3.01,4725,317.75,4546,151.05,8018,41.93,1425,33.67,"2017_12B","8_do_15_grudnia_2017"
"Zachodniopomorskie",3051,22.33,4.35,819,131.91,695,51.56,1292,13.63,245,11.06,"2017_12B","8_do_15_grudnia_2017"
"Dolnośląskie",4328,21.29,-10.22,1006,106.75,917,47.44,2024,14.46,381,11.05,"2017_12C","16_do_22_grudnia_2017"
"Kujawsko-Pomorskie",7455,51.11,-1.06,1892,273.34,2017,134.37,3046,30.25,500,21.49,"2017_12C","16_do_22_grudnia_2017"
"Lubelskie",2131,14.27,-5.31,409,59.3,591,39.5,947,9.26,184,7.29,"2017_12C","16_do_22_grudnia_2017"
"Lubuskie",1704,23.93,1.15,528,153.97,521,70.85,583,11.8,72,6.53,"2017_12C","16_do_22_grudnia_2017"
"Łódzkie",5964,34.28,-2.13,1616,204.32,1550,93.57,2316,19.68,482,15.15,"2017_12C","16_do_22_grudnia_2017"
"Małopolskie",12793,54.03,1.08,3380,273.5,2849,114.15,5657,34.88,907,24.36,"2017_12C","16_do_22_grudnia_2017"
"Mazowieckie",23744,63.21,4.2,6447,319.89,5539,140,10200,40.3,1558,24.81,"2017_12C","16_do_22_grudnia_2017"
"Opolskie",1308,18.82,-3.89,259,87.3,232,37.56,671,13.84,146,12.3,"2017_12C","16_do_22_grudnia_2017"
"Podkarpackie",1492,10.02,2.2,387,54.61,373,24.22,615,5.94,117,5.11,"2017_12C","16_do_22_grudnia_2017"
"Podlaskie",2140,25.76,-10.98,512,134.2,465,57.32,980,17.06,183,13.36,"2017_12C","16_do_22_grudnia_2017"
"Pomorskie",22539,139.05,1,6648,759.38,5308,298.08,9195,83.01,1388,56.05,"2017_12C","16_do_22_grudnia_2017"
"Śląskie",12952,40.58,9.97,3271,218.66,2998,99.2,5642,25.81,1041,18.81,"2017_12C","16_do_22_grudnia_2017"
"Świętokrzyskie",2060,23.49,1.49,438,116.51,510,61.43,900,14.99,212,13.59,"2017_12C","16_do_22_grudnia_2017"
"Warmińsko-Mazurskie",1567,15.58,-4.76,320,67.05,392,37.02,701,9.95,154,10.43,"2017_12C","16_do_22_grudnia_2017"
"Wielkopolskie",15772,64.72,-2.47,4192,322.18,3703,140.62,6586,39.36,1291,34.86,"2017_12C","16_do_22_grudnia_2017"
"Zachodniopomorskie",1795,15.01,-7.31,495,91.11,405,34.34,738,8.89,157,8.1,"2017_12C","16_do_22_grudnia_2017"
"Dolnośląskie",3472,13.29,-10.21,829,68.42,635,25.55,1636,9.09,372,8.39,"2017_12D","23_do_31_grudnia_2017"
"Kujawsko-Pomorskie",5811,30.98,-20.12,1483,166.64,1444,74.82,2480,19.16,404,13.51,"2017_12D","23_do_31_grudnia_2017"
"Lubelskie",3146,16.39,2.12,554,62.47,754,39.19,1501,11.42,337,10.38,"2017_12D","23_do_31_grudnia_2017"
"Lubuskie",1461,15.96,-8.01,436,98.89,424,44.84,512,8.06,89,6.28,"2017_12D","23_do_31_grudnia_2017"
"Łódzkie",3814,17.05,-17.23,975,95.88,931,43.71,1511,9.99,397,9.7,"2017_12D","23_do_31_grudnia_2017"
"Małopolskie",5972,19.62,-34.42,1502,94.53,1509,47.02,2429,11.65,532,11.11,"2017_12D","23_do_31_grudnia_2017"
"Mazowieckie",19453,40.28,-22.93,5255,202.8,4788,94.13,8152,25.05,1258,15.58,"2017_12D","23_do_31_grudnia_2017"
"Opolskie",1183,13.24,-5.58,309,81.01,244,30.72,523,8.39,107,7.01,"2017_12D","23_do_31_grudnia_2017"
"Podkarpackie",1600,8.36,-1.66,369,40.5,399,20.15,675,5.07,157,5.33,"2017_12D","23_do_31_grudnia_2017"
"Podlaskie",1946,18.22,-7.54,501,102.14,407,39.02,813,11.01,225,12.78,"2017_12D","23_do_31_grudnia_2017"
"Pomorskie",18759,90.01,-49.04,5723,508.45,4156,181.52,7728,54.26,1152,36.18,"2017_12D","23_do_31_grudnia_2017"
"Śląskie",6983,17.02,-23.57,1793,93.22,1597,41.1,2987,10.63,606,8.52,"2017_12D","23_do_31_grudnia_2017"
"Świętokrzyskie",1572,13.94,-9.55,333,68.89,337,31.57,743,9.63,159,7.93,"2017_12D","23_do_31_grudnia_2017"
"Warmińsko-Mazurskie",1242,9.61,-5.98,345,56.23,286,21.01,524,5.79,87,4.58,"2017_12D","23_do_31_grudnia_2017"
"Wielkopolskie",12034,38.4,-26.31,3254,194.51,2813,83.08,4968,23.09,999,20.98,"2017_12D","23_do_31_grudnia_2017"
"Zachodniopomorskie",1655,10.77,-4.25,390,55.83,368,24.27,742,6.96,155,6.22,"2017_12D","23_do_31_grudnia_2017"
"Dolnośląskie",5084,25.02,11.73,876,92.5,992,51,2574,18.51,642,18.25,"2018_01A","1_do_7_stycznia_2018"
"Kujawsko-Pomorskie",6620,45.4,14.41,1454,209.53,1438,95.59,3141,31.36,587,24.81,"2018_01A","1_do_7_stycznia_2018"
"Lubelskie",3973,26.66,10.24,689,99.9,878,58.62,1959,19.28,447,17.49,"2018_01A","1_do_7_stycznia_2018"
"Lubuskie",1446,20.32,4.35,342,99.78,323,43.72,657,13.39,124,11,"2018_01A","1_do_7_stycznia_2018"
"Łódzkie",6500,37.44,20.35,1502,189.84,1374,82.6,2800,23.97,824,25.56,"2018_01A","1_do_7_stycznia_2018"
